,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
"('/content/ravdess/Actor_14/03-01-07-02-02-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,36.4537,0.11138849,34.775627,36.95692,39.525963,4.7503357,193.54733,368.96674,44.66204,16.997786,0.16733421,1.0907667,0.007147914,0.09083381,0.34560075,0.33845285,3.6376204,2.539081,3.9780474,3.5104172,0.06206436,1.6821163,6.1235847,3.0813012,4.6718216,1.6704581,-0.10595519,-109.17746,-7.3087864,-2.251991,0.031240597,0.9095419,1.2298782,0.8834244,5.0798736,1.0753334,7.411539,1.1738836,22.26427,0.5682221,535.6866,0.48522902,1071.1415,0.28112814,-156.12082,-0.50121623,1544.3168,0.2404946,736.14435,0.5141315,-143.65292,-0.5729947,2670.0427,0.13151681,625.39923,0.57234985,-146.20493,-0.53671235,-12.579458,-0.74470454,23.290232,0.51470375,0.12110422,0.26522505,-0.02061242,-0.81605345,0.16317353,0.8138171,23.244131,0.785102,5.1343765,1.9623384,-2.0750287,-7.820489,-22.708683,-0.91667175,0.44092637,6.6276927,0.11442871,0.006624137,0.022259735,2.4590166,1.6620499,0.17833334,0.11809835,0.39999998,0.4205948,-43.23827
"('/content/ravdess/Actor_14/03-01-07-01-02-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,36.13283,0.10185858,32.956203,37.052853,39.389694,6.4334908,253.0016,304.8924,60.848606,42.605286,0.15071425,1.2535759,0.0016046173,0.012894515,0.31113607,0.30953145,4.388419,4.4528394,3.6896944,2.7890644,0.047462706,1.4908228,6.4155836,2.8622863,6.449384,1.378841,0.34392044,34.095497,-2.944478,-4.0621157,0.023618221,0.9098131,1.0645487,0.70560527,5.90507,0.7932332,7.6521525,1.1470646,22.060299,0.46572363,578.1974,0.353329,1153.4374,0.22810145,-147.1031,-0.5714336,1611.8983,0.19406658,729.78424,0.47827336,-139.74521,-0.599133,2686.7253,0.13196236,640.30334,0.678856,-142.1712,-0.56358933,-11.974273,-0.77121997,23.32099,0.4636535,0.118203714,0.2075222,-0.016269328,-0.8738275,0.12266916,0.6107862,21.713036,0.81805557,6.398765,1.8217908,-1.1967611,-14.293962,-15.703459,-0.7607285,-0.027835969,7.8584566,0.09834839,0.013728618,0.014191762,2.419355,1.0899183,0.30249998,0.14566657,0.474,0.41301817,-45.15135
"('/content/ravdess/Actor_14/03-01-05-01-02-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,40.810745,0.100023046,37.400795,40.177246,45.274002,7.873207,44.21911,21.034,42.21571,33.02473,0.30638385,1.3651036,0.0070763524,0.07153763,0.625312,0.61823565,11.305098,7.631996,10.410333,6.188853,0.1575944,1.6337836,5.164572,2.873035,-0.32523742,-40.448204,1.9361904,7.385397,-14.159803,-1.737615,0.02338989,0.9256216,1.2224101,0.82634455,6.301179,0.8382013,9.890971,0.90620565,17.32623,0.55952346,635.0658,0.48925927,1063.8094,0.3559801,-166.43422,-0.42650932,1650.575,0.18701704,807.9279,0.45924416,-138.59949,-0.620363,2800.3481,0.093509875,550.61304,0.82280415,-139.50755,-0.60515034,-7.3545923,-1.1715528,16.358643,0.59328145,0.13704327,0.29613674,-0.016500171,-1.0371011,0.43287215,0.65509784,13.994414,1.0761981,-9.17327,-1.949385,1.0474585,19.573917,-40.768055,-0.58595204,-0.4480315,8.177871,0.1045971,0.010623026,0.029044421,1.8817204,1.3623979,0.236,0.07683749,0.474,0.46581542,-36.650517
"('/content/ravdess/Actor_14/03-01-02-02-02-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,38.16898,0.085478865,33.65219,39.647453,40.537827,6.8856354,9.683739,5.495385,24.443195,10.074967,0.06294773,1.3605543,0.0015917465,0.010778874,0.11234994,0.11075819,1.8699105,0.94795465,1.1300058,0.89235216,0.011904846,1.7040358,8.8345,1.8406326,7.4736977,1.4496406,0.3985377,29.997765,-2.439581,-4.8758316,0.013649337,1.3372006,1.0062337,0.97005874,10.627555,0.30633083,7.5796556,1.3214384,28.063168,0.2990834,708.7068,0.30329636,1107.8567,0.24980907,-179.5829,-0.3133729,1814.3947,0.18258308,766.96094,0.47486573,-173.25462,-0.35926786,2957.8726,0.103643104,673.2532,0.7678526,-174.7139,-0.33506578,-12.819841,-0.8202862,24.443916,0.3419073,0.114792004,0.19723742,-0.016223643,-0.82253766,0.04433563,0.58791685,22.253067,0.57487476,5.8106966,3.2117586,-4.7705894,-4.378667,-21.103691,-0.5189022,-6.1769047,14.7265215,0.09914538,0.0073451856,0.007928212,1.8817204,1.3623979,0.103999995,0.05817216,0.50666666,0.633763,-55.360912
"('/content/ravdess/Actor_14/03-01-08-01-02-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.203208333'))",,,,39.70406,0.149943,34.80362,39.209423,45.270863,10.467243,67.758865,38.257683,24.500866,21.124283,0.119958945,1.3395551,0.00515679,0.013661106,0.28128776,0.27613097,3.0288026,1.4879537,3.1581063,2.4713945,0.043140355,1.6730199,5.347818,2.8956838,2.9053538,3.450698,1.4236044,7.990521,-6.8753896,-2.1208243,0.031853996,1.0641828,1.3603039,0.6924394,6.3932853,0.6922589,6.627289,1.4575012,19.681017,0.42926866,619.5997,0.3751014,1234.0461,0.26318187,-159.35098,-0.47915214,1639.8481,0.17374857,712.67804,0.5066024,-148.19261,-0.5396475,2803.6665,0.0761501,615.88525,0.42012015,-151.06828,-0.49938536,-11.249175,-0.7761755,22.175291,0.49887645,0.13881552,0.18162167,-0.014556998,-0.7323594,0.13073969,0.61127406,19.969591,0.8575036,1.4429603,9.784675,-2.008225,-8.354339,-21.947659,-0.6262956,0.33100837,5.5931454,0.11104848,0.009315081,0.010303543,2.507837,1.5923568,0.172,0.114612386,0.432,0.4436395,-46.254364
"('/content/ravdess/Actor_14/03-01-08-02-02-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703708333'))",,,,41.451714,0.13410635,37.147465,39.046253,46.07138,8.923916,93.49893,26.25435,43.6641,22.380255,0.20952503,1.207323,0.006926164,0.0365488,0.41154116,0.40461498,4.3556933,2.4992938,4.4764686,3.057877,0.0962235,1.5206926,5.228984,2.886423,-1.7982321,-7.3324842,-1.4244016,-10.324404,-9.713588,-1.9898318,0.04889331,1.4432749,1.1193792,0.5452628,5.619176,0.76333195,5.266154,1.8195032,19.522898,0.4610142,601.6353,0.4477734,1114.2021,0.20200256,-166.41039,-0.4276232,1629.6985,0.18924725,742.84344,0.43864995,-139.87918,-0.6079723,2762.2148,0.07754508,611.0547,0.590057,-142.92972,-0.5640922,-9.481811,-1.0816615,20.241268,0.5716995,0.13775247,0.20092736,-0.016577907,-0.8095223,0.2564015,0.56446725,18.423834,0.7913497,-6.2261357,-3.0629034,-3.9704347,-5.3296075,-29.8998,-0.6596939,1.7635356,5.4831367,0.11433898,0.011289484,0.025184624,2.4390244,1.0989012,0.2925,0.16482946,0.47599998,0.4327401,-41.56111
"('/content/ravdess/Actor_14/03-01-04-02-01-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.870520833'))",,,,40.34091,0.15230317,38.157578,39.869347,44.017334,5.8597565,144.38777,90.63203,104.94539,192.86375,0.16139008,1.2213242,0.004729118,0.025928486,0.3432869,0.33855778,5.7746363,4.5078535,4.110811,2.3914673,0.057830587,1.4685317,3.6055024,4.31697,2.487664,4.275932,0.024404785,473.2609,-8.840874,-2.0424206,0.04880696,1.3923471,1.0968199,0.7890673,5.5072613,1.1450117,9.280079,1.342345,15.706758,0.84243107,774.11316,0.3884806,1008.8814,0.3610647,-156.55135,-0.4930376,1882.8972,0.20828904,711.57294,0.5145484,-139.65294,-0.5920878,2958.7432,0.13922131,649.4487,0.49946773,-140.50711,-0.5794589,-9.676841,-1.1071355,18.517696,0.6444422,0.117205694,0.320781,-0.019047484,-0.86818105,0.14540064,0.63323116,15.555576,1.1339546,-0.6719685,-20.841366,0.7191203,24.111979,-28.789843,-0.5887844,0.68634486,6.615836,0.09059394,0.010963123,0.015402125,2.3316064,2.0997376,0.14999999,0.12369317,0.2711111,0.3984259,-45.02494
"('/content/ravdess/Actor_14/03-01-04-01-01-01-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,36.090374,0.14236505,34.083256,35.36347,40.019676,5.9364204,156.24944,227.56297,61.055073,38.350994,0.0947547,1.1852686,0.0075834286,0.04406571,0.20638207,0.19879864,3.399984,2.1688673,2.0468369,1.2501777,0.02859842,1.4418163,8.287906,1.9763103,7.5278354,1.252007,4.7116566,2.5938282,-6.1329393,-2.5857477,0.02813484,1.5333409,0.962682,0.548373,7.1960707,0.62447065,10.121738,2.452071,24.931973,1.0526559,617.7933,0.34833992,1149.9922,0.2360872,-153.53693,-0.51917624,1748.4265,0.18305938,847.90137,0.48573273,-153.39764,-0.49414062,2788.7615,0.10178371,732.53503,0.49154842,-155.13551,-0.46872273,-14.896689,-0.71737146,23.615318,0.4943093,0.1271251,0.27526313,-0.020256173,-0.81221116,0.076703444,0.5830755,21.030909,0.8447702,10.320432,1.2897719,3.6103556,4.6207795,-23.315954,-0.6538763,-3.3289382,11.317244,0.07213323,0.005247269,0.012559192,2.419355,1.907357,0.13,0.05154748,0.32874998,0.44831455,-51.574295
"('/content/ravdess/Actor_14/03-01-08-01-02-02-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.303291667'))",,,,39.423264,0.11523634,34.73589,39.387062,42.84117,8.105282,93.45264,45.025543,20.252848,9.689632,0.13376631,1.3010775,0.0012647725,0.009502059,0.3181293,0.31686452,3.317578,2.1090846,3.8995688,2.6185653,0.05388015,1.6880497,6.562849,2.2688267,1.432729,7.0595245,-0.4541869,-26.261105,-7.194931,-2.1913762,0.045949813,1.2140456,1.4872429,0.67431086,6.6580806,0.5916088,8.316825,1.3307198,20.38206,0.3783343,612.8005,0.37978908,1144.2494,0.2484928,-156.44301,-0.504113,1687.2917,0.18509601,827.9592,0.5031347,-143.48389,-0.578347,2814.3057,0.10101382,703.1244,0.6592504,-146.088,-0.5411769,-11.495502,-0.6575322,20.543385,0.47276115,0.13617891,0.15999418,-0.017107246,-0.5372874,0.15456747,0.6691812,21.508295,0.6306922,-3.2236645,-4.2179008,-1.1222745,-16.430334,-24.032242,-0.7413226,-0.20954968,7.2388935,0.11840293,0.012722605,0.0121901585,2.431611,1.2345679,0.24499999,0.12835498,0.43400002,0.43398616,-45.098404
"('/content/ravdess/Actor_14/03-01-02-01-02-02-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.503499999'))",,,,37.416332,0.055427387,35.22422,37.265236,39.25604,4.0318184,210.46942,122.911,16.615326,7.3287263,0.0958429,1.3666493,0.0022997288,0.008535911,0.18910038,0.18680066,2.250646,1.2122697,2.2597346,1.9588354,0.022257334,1.4532831,7.808945,2.0063248,6.8899484,1.3664745,2.3978984,4.6353583,-5.9116735,-2.439371,0.013867318,0.8483614,1.0505359,0.97837675,10.080835,0.35683212,8.917467,1.285891,24.201271,0.30918857,640.13824,0.28616762,1169.6254,0.1825716,-146.84169,-0.5610495,1714.5122,0.15985937,762.72015,0.5071311,-143.86127,-0.55191153,2935.4963,0.07173814,417.2428,0.88236535,-145.86656,-0.52320004,-15.621058,-0.58127505,25.389805,0.37443,0.12080419,0.19491565,-0.01714613,-0.581601,0.05625544,0.54975194,23.33071,0.5637651,9.292611,1.2113941,3.9604118,4.3409123,-21.885479,-0.6513877,-1.5437498,8.124726,0.1126826,0.013139714,0.008219757,2.2922635,1.4534885,0.21399999,0.1406556,0.454,0.44656911,-49.691696
"('/content/ravdess/Actor_14/03-01-02-02-01-02-14.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.903895833'))",,,,37.63837,0.08226948,35.001064,36.196922,41.954624,6.95356,25.86201,0.0,-1.7541132,12.865071,0.051515494,1.1262448,0.0010339657,0.016170697,0.106891304,0.105857335,1.5226674,1.0676366,1.1444376,0.3819837,0.0092082545,1.5697613,6.900752,2.163638,6.3421316,1.5116422,2.9290133,3.5952094,-5.7748756,-2.0772939,0.015647307,1.032476,0.9114031,0.93977493,11.461325,0.1986781,11.313183,0.7482772,24.701931,0.29070652,739.92126,0.28707427,1193.813,0.24115075,-171.26703,-0.37697586,1865.1411,0.17638138,914.41034,0.7128491,-171.35632,-0.35603374,2876.6406,0.061459582,771.18774,0.8573942,-171.70097,-0.35069475,-17.828644,-0.50645375,26.234344,0.32568163,0.13503487,0.12673824,-0.014760397,-0.7655023,0.02532905,0.56985015,23.247381,0.4707136,12.200741,1.3120201,10.297773,1.6852028,-19.08738,-0.659413,-4.633331,11.550614,0.119492255,0.008712906,0.008409967,2.8277636,1.5625,0.103333324,0.078244634,0.44142854,0.4416019,-57.403355
"('/content/ravdess/Actor_05/03-01-07-01-02-01-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.903895833'))",,,,22.687931,0.12743723,20.046593,22.628815,25.581497,5.5349045,168.00061,92.00615,22.362377,15.142865,0.09551499,1.1293784,0.007469033,0.038901147,0.18944561,0.18197659,1.8025917,1.4649966,1.573465,0.7940668,0.023577131,1.381855,8.840856,2.2358222,7.452515,1.3593851,6.4028373,2.0966482,1.346626,11.76726,0.016853308,0.63300943,1.1522104,0.5579839,2.8813925,0.77535117,6.4596033,0.6146907,21.922253,0.22655244,585.2032,0.4985461,1204.6758,0.2483092,-150.04503,-0.5529305,1582.6213,0.23964463,863.9151,0.4067686,-150.9866,-0.5296092,2667.9873,0.13618378,617.7111,0.26733887,-152.26262,-0.5103288,-12.708917,-0.588184,20.837605,0.368895,0.05574425,0.54071885,-0.02154043,-0.6022877,0.058681007,0.681216,27.76711,0.4737198,6.149169,1.9917618,13.313855,0.9771339,-14.217744,-1.2911098,-7.11559,17.778868,0.00031246248,0.011402808,0.011178661,2.5706942,1.5625,0.16166666,0.11141762,0.39142856,0.41800302,-52.012302
"('/content/ravdess/Actor_05/03-01-02-02-02-01-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.771437500'))",,,,26.447557,0.053436633,25.87483,26.891346,27.354876,1.4800453,41.591408,30.699524,14.224546,9.760548,0.060393978,1.169544,0.0064280443,0.026768949,0.11544659,0.10901855,0.89283603,0.58242977,0.5751124,0.3019569,0.01219626,1.337315,10.641485,1.6442739,11.351304,0.8143199,10.425108,1.2527037,0.57588476,26.99608,0.010054911,1.1161337,0.6438069,0.6004051,6.6586246,0.497305,3.1135876,0.7905853,25.245338,0.17356351,414.62866,0.36986387,1203.7836,0.24382403,-173.93698,-0.3808424,1354.0637,0.21386376,742.6957,0.37971973,-175.48032,-0.34961337,2584.8418,0.0729708,364.31903,0.5830629,-176.25546,-0.33658382,-15.174713,-0.26593575,20.958733,0.22112559,0.05585994,0.31104404,-0.024999298,-0.35994852,0.03812284,0.5385979,29.23508,0.3575451,14.413116,0.3756792,22.197052,0.4616678,-21.554314,-0.95909965,-10.361855,19.274273,0.011560681,0.0018539492,0.008453277,1.6806724,0.6369427,0.21333334,0.18856181,1.0,0.76275814,-56.550495
"('/content/ravdess/Actor_05/03-01-05-02-01-01-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.403395833'))",,,,39.285816,0.08520257,35.388577,39.9522,42.801304,7.4127274,79.28621,46.906532,34.541077,48.591885,0.9375541,1.3287303,0.008734382,0.10487171,2.1346824,2.125948,22.854925,9.633747,27.839329,14.27331,0.79278,1.4759073,6.799893,1.677682,-5.5974517,-2.2762172,3.141642,4.0368123,3.1018596,5.2371116,0.04490114,0.90428936,1.4146403,0.46061876,2.4130218,1.7625949,5.198236,2.4575672,9.703789,1.0381013,923.8042,0.24888016,877.8808,0.34197322,-137.84012,-0.6499779,1984.6548,0.109404005,740.32117,0.47621396,-130.81915,-0.6933965,2936.8513,0.08438545,794.3405,0.40527996,-131.09175,-0.68905187,-3.9739769,-1.6723591,10.417002,0.6458402,0.07934377,0.5137603,-0.013422818,-1.0601952,2.0531075,0.5429061,10.769556,1.0724256,-13.738326,-1.1435434,1.5419197,11.483878,-11.747134,-1.5060223,-6.313123,17.159636,0.0027948513,0.012791703,0.09798939,2.0648968,1.497006,0.23200001,0.122212924,0.412,0.44079018,-23.160799
"('/content/ravdess/Actor_05/03-01-04-02-02-02-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.136479167'))",,,,26.71876,0.13484293,23.826275,26.469742,29.006277,5.180002,142.39926,110.66673,33.88473,59.49618,0.073884994,1.4226345,0.006817258,0.010817848,0.13615422,0.12933697,1.63028,0.74928486,1.860076,1.0828086,0.024079924,1.8794336,11.685253,1.4335923,5.018653,1.4762785,9.330338,0.9426893,8.643469,1.3688293,0.037629917,0.6378818,1.0641174,0.58881885,2.3456116,1.7215996,3.4131691,1.4135032,22.743614,0.2629826,535.9718,0.45748204,1221.3744,0.22554165,-147.72499,-0.5730621,1569.66,0.19820805,981.5658,0.34590605,-148.4331,-0.54376644,2528.073,0.10828017,828.1028,0.24762125,-149.72878,-0.52502835,-14.304068,-0.44804844,21.74052,0.28664795,0.06981357,0.42206046,-0.014306779,-0.9659501,0.06947112,0.90410227,31.249249,0.35778806,2.8110156,3.9334078,16.14987,0.58996445,0.010119796,1605.0598,-9.306048,20.335835,0.0005369447,0.016567089,0.0066263196,2.2435899,1.6286645,0.16399999,0.12595236,0.35666668,0.42006615,-52.632587
"('/content/ravdess/Actor_05/03-01-04-01-02-02-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703687500'))",,,,23.094526,0.2232389,20.668678,24.306519,27.471401,6.802723,82.755516,47.404343,29.643372,40.160255,0.06422059,1.0511786,0.007878719,0.030132646,0.13753663,0.12965791,1.2828561,0.80628693,1.1019452,0.7909429,0.019098205,1.2348474,13.110207,1.3604848,9.889081,0.7870887,10.449838,1.0171409,3.739618,3.6086218,0.06337464,0.9369432,1.343412,0.56084496,0.5010827,7.7627444,1.1495125,2.1065283,25.342146,0.17763218,603.1433,0.36276785,1325.1844,0.32296887,-157.27379,-0.50705093,1665.7727,0.2100864,1037.2192,0.52253205,-160.77309,-0.45569637,2717.0479,0.109401435,820.82367,0.3500753,-161.6605,-0.44354486,-16.276346,-0.39557153,23.393091,0.26641428,0.060615886,0.3843561,-0.02224506,-0.5009773,0.049993694,0.42377368,31.66771,0.32547864,8.971573,0.75371015,16.336164,0.7764857,-7.6122494,-1.9605777,-12.005889,22.53537,-0.0028881875,0.00586807,0.01067738,2.7100272,1.0989012,0.1925,0.076933414,0.556,0.38082018,-57.179684
"('/content/ravdess/Actor_05/03-01-07-02-02-02-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.537875'))",,,,26.90163,0.28499687,21.967857,25.755644,29.016998,7.049141,298.05078,153.82494,39.67759,50.470497,0.15810654,1.0042543,0.0101064425,0.11112678,0.2853551,0.27524865,2.077274,1.0411081,1.8999221,1.2079586,0.044335335,1.2173293,16.216248,1.1228358,7.9545407,1.4011962,4.1842027,3.1118782,-6.361017,-2.92726,0.028528314,1.1441334,1.375353,0.62622386,2.4677925,1.5960509,1.421021,3.395313,19.701918,0.3446493,641.97516,0.41269335,1105.7506,0.21746218,-129.65373,-0.721827,1719.9425,0.23720732,707.4629,0.51465464,-131.57652,-0.6711092,2764.7112,0.15035501,667.4405,0.52792144,-132.48573,-0.64797115,-10.210533,-0.7121932,18.383451,0.4571072,0.080674425,0.37810695,-0.025873192,-0.5454585,0.092645526,0.63667375,26.90724,0.563511,3.6157236,3.644615,4.8258963,3.083804,-19.38209,-0.9993582,-10.40339,19.73798,0.014024998,-0.00063044153,0.016677225,2.8761063,1.7897092,0.19874999,0.14563975,0.30333334,0.285151,-47.445408
"('/content/ravdess/Actor_05/03-01-05-02-01-02-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.570229167'))",,,,37.165493,0.20025465,29.85767,39.206493,42.56346,12.705791,236.82388,89.98592,-12.660298,43.86424,0.92663985,1.3806161,0.015694221,0.08803575,1.8933195,1.8776252,22.577053,14.155822,35.598576,20.934502,0.77870613,1.5019326,8.555592,1.5737537,-1.332206,-9.146717,5.160019,2.0662777,1.6610868,9.28081,0.048102666,1.004702,1.5114744,0.49960837,0.98655844,4.0598955,5.5442076,1.3495743,12.065077,0.8937163,878.16833,0.25397334,950.5612,0.36885205,-132.65863,-0.68959385,1943.0586,0.1413192,807.6192,0.4268642,-126.34142,-0.7304544,2944.1978,0.09278281,765.6946,0.33290923,-128.24538,-0.70042986,-4.6665645,-1.6772588,12.782342,0.6706874,0.05793853,0.92781115,-0.014699057,-1.1589191,1.8806354,0.6350441,14.923607,0.871262,-10.913233,-1.1834161,0.22033419,58.78273,-9.996161,-1.7485476,-11.292557,22.331272,-0.018996166,0.00908363,0.11590371,1.9662921,1.7094017,0.21333334,0.08730534,0.41599998,0.44346815,-24.228254
"('/content/ravdess/Actor_05/03-01-01-01-02-01-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.103083333'))",,,,25.172665,0.26553753,22.214855,25.326775,26.552212,4.3373566,29.950932,42.93976,71.29375,0.0,0.115484506,1.3318285,0.0077837557,0.020323956,0.2327013,0.22491755,2.9683502,1.6657461,3.1668065,1.859273,0.037510574,1.4722008,13.079483,1.4332985,5.0520678,2.306475,10.629257,1.0402628,5.209907,3.1082873,0.028309701,0.9829054,1.6656405,0.7101803,1.7727863,2.448229,3.9708104,1.0277227,18.684134,0.42811397,517.34955,0.50250703,1254.2231,0.2212581,-141.285,-0.61814576,1539.3813,0.2166954,1024.5046,0.4182101,-137.00693,-0.6294427,2556.0142,0.14668904,836.27515,0.38269773,-138.72092,-0.6030787,-10.598919,-0.87808096,18.611662,0.54264116,0.06790719,0.45298842,-0.012971963,-1.06257,0.09800765,0.5769624,29.92999,0.55769205,-1.7905627,-7.956222,19.775211,0.44630617,-7.7838783,-2.2600732,-9.2500105,20.097317,0.002935894,0.012995964,0.007989387,2.588997,1.6447369,0.19399999,0.15473849,0.39,0.4232257,-48.621273
"('/content/ravdess/Actor_05/03-01-08-01-02-01-05.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.069729167'))",,,,32.943233,0.12786356,29.46973,34.243855,35.926308,6.4565773,-6.7871513,61.388714,110.69159,108.12,0.17416914,1.3627028,0.0065360325,0.012276699,0.38398543,0.3774494,5.0946307,3.296158,5.4860435,3.208849,0.07965285,1.5412954,10.826921,1.5827303,1.3009855,10.566169,8.979192,0.8566143,-0.35281038,-45.322586,0.13216792,1.3829888,1.6711996,0.5182015,2.4142451,1.5708225,8.092829,1.1106592,17.49031,0.49269024,924.7772,0.2722383,1002.7077,0.32580397,-143.95668,-0.60564846,2026.4471,0.14474392,817.8539,0.27941796,-144.14066,-0.5851759,2940.5432,0.11328359,901.10345,0.43995526,-144.05302,-0.5866881,-7.97257,-0.684213,16.327095,0.37406534,0.12211166,0.32252112,-0.010406932,-1.4010283,0.22089507,0.56012726,27.519615,0.49611038,-13.769505,-1.0714873,13.31171,0.6716435,-15.893607,-1.171644,-8.3626995,17.792706,0.016353583,0.0077064596,0.0209151,2.9508197,1.0,0.29,0.21118711,0.515,0.445954,-43.940178
